Name;Price;Discounted Price;Discount (%);Quantity;Units of Measurement;Category;Subcategory
assorbenti ultra mini ripiegati;2.59;1.99;23.17;28;pz;bellezza e cura della persona;assorbenti per incontinenza
tena lady pants plus size l;11.99;9.99;16.68;8;pz;bellezza e cura della persona;assorbenti per incontinenza
assorbenti normali ripiegati;3.09;1.78;42.39;12;pz;bellezza e cura della persona;assorbenti per incontinenza
assorbenti maxi ripiegati;5.99;3.19;46.74;12;pz;bellezza e cura della persona;assorbenti per incontinenza
assorbenti extra ripiegati;2.59;2.2;15.06;10;pz;bellezza e cura della persona;assorbenti per incontinenza
tena lady discreet normal;3.65;2.79;23.56;12;pz;bellezza e cura della persona;assorbenti per incontinenza
tena lady discreet mini;3.65;2.79;23.56;20;pz;bellezza e cura della persona;assorbenti per incontinenza
amuchina - soluzione disinfettante concentrata;5.08;4.95;2.56;500;ml;bellezza e cura della persona;assorbenti per incontinenza
tena, silhouette blanc vita bassa normal m;5.99;;;6;pz;bellezza e cura della persona;assorbenti per incontinenza
amuchina, soluzione disinfettante concentrata;9.5;6.71;29.37;1000;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
care for you, spray nasale isotonico;5.99;3.99;33.39;125;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
care for you, spray auricolare nebulizzato;6.29;3.79;39.75;100;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
bialcol due - disinfettante;2.49;2.15;13.65;400;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
durex, top gel feel lubrificante intimo;9.19;6.13;33.3;50;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
farmacotone, bebé bastoncini protector;2.82;2.1;25.53;50;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
fazzoletti profumati;0.99;0.93;6.06;10;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
fazzoletti wwf;1.61;0.79;50.93;10;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
fazzoletti compact;1.49;1.26;15.44;15;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
durex, naturals intimate gel;11.85;10.9;8.02;100;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
tempo fazzoletti 4 veli;2.19;1.15;47.49;12;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
pharmadoct, sport pharma-ice ghiaccio spray;3.99;;;300;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
hansaplast spray per ferite;4.6;;;100;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
equilibra gambe leggere gel;9.92;;;125;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
benexè, intestino microclismi adulti;4.01;;;54;g;bellezza e cura della persona;fazzoletti di carta e cotton fioc
isomar, naso e orecchie spray igiene quotidiana;13.2;;;100;ml;bellezza e cura della persona;fazzoletti di carta e cotton fioc
fazzoletti eco classici 4veli;1.99;1.69;15.08;12;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
tempo fazzoletti pelli sensibili 4 veli;2.69;;;10;pz;bellezza e cura della persona;fazzoletti di carta e cotton fioc
nuvenia proteggi slip sottilissimo;2.37;1.39;41.35;32;pz;bellezza e cura della persona;proteggislip
proteggi slip lady long;2.89;1.74;39.79;24;pz;bellezza e cura della persona;proteggislip
proteggislip ripiegato;3.69;2.95;20.05;22;pz;bellezza e cura della persona;proteggislip
salvaslip distesi cotton soft;1.89;1.0;47.09;20;pz;bellezza e cura della persona;proteggislip
salvaslip plus large;3.99;2.07;48.12;36;pz;bellezza e cura della persona;proteggislip
proteggislip ripiegato;1.75;;;20;pz;bellezza e cura della persona;proteggislip
proteggislip pocket bio;3.89;3.09;20.57;24;pz;bellezza e cura della persona;proteggislip
proteggislip extra lunghi;1.99;1.36;31.66;22;pz;bellezza e cura della persona;proteggislip
proteggi slip ripiegati maxi long;4.59;2.65;42.27;28;pz;bellezza e cura della persona;proteggislip
proteggislip distesi;3.19;2.49;21.94;24;pz;bellezza e cura della persona;proteggislip
salvaslip string;2.49;;;30;pz;bellezza e cura della persona;proteggislip
proteggislip intervallo l disteso;2.79;1.88;32.62;30;pz;bellezza e cura della persona;proteggislip
proteggi slip ripiegati;1.79;1.43;20.11;20;pz;bellezza e cura della persona;proteggislip
cotone idrofilo;1.89;1.47;22.22;200;g;bellezza e cura della persona;salviette e dischetti struccanti
cotone idrofilo;0.69;;;100;g;bellezza e cura della persona;salviette e dischetti struccanti
cotone idrofilo pretagliato medicale;0.69;0.59;14.49;100;g;bellezza e cura della persona;salviette e dischetti struccanti
dove mousse doccia con olio di argan;3.49;2.09;40.11;200;ml;bellezza e cura della persona;salviette multiuso
lavera, basis sensitiv gel doccia 2in1;5.99;2.99;50.08;200;ml;bellezza e cura della persona;salviette multiuso
salviettine;2.29;;;16;pz;bellezza e cura della persona;salviette multiuso
salviette milleusi limone&menta;1.99;1.1;44.72;60;pz;bellezza e cura della persona;salviette multiuso
salviette personal care doccia;3.49;;;40;pz;bellezza e cura della persona;salviette multiuso
salviettine grandi viaggi mix;2.79;1.84;34.05;72;pz;bellezza e cura della persona;salviette multiuso
salviettine milleusi;1.85;1.01;45.41;20;pz;bellezza e cura della persona;salviette multiuso
salviette disinfettanti;1.99;;;20;pz;bellezza e cura della persona;salviette multiuso
salviettine travel;1.49;1.18;20.81;40;pz;bellezza e cura della persona;salviette multiuso
salviettine grandi viaggi;1.59;;;20;pz;bellezza e cura della persona;salviette multiuso
salviettine milleusi;0.99;;;20;pz;bellezza e cura della persona;salviette multiuso
lactacyd, fresh detergente intimo;3.06;1.79;41.5;300;ml;bellezza e cura della persona;salviettine intime
salviette intime ciclo;1.69;;;12;pz;bellezza e cura della persona;salviettine intime
salviettine intime alla camomilla;2.29;;;12;pz;bellezza e cura della persona;salviettine intime
salviette intime lenitive;1.39;0.99;28.78;20;pz;bellezza e cura della persona;salviettine intime
salviettine intime antibatteriche;2.29;;;12;pz;bellezza e cura della persona;salviettine intime
salviettine intime;0.99;;;20;pz;bellezza e cura della persona;salviettine intime
lactacyd salviettine intime x15;2.19;;;15;pz;bellezza e cura della persona;salviettine intime
napisan additivo igienizzante;6.69;2.19;67.26;1200;ml;detersivi e pulizia casa;ammorbidenti
coccolino ammorbidente intense passione fucsia;2.99;2.85;4.68;570;ml;detersivi e pulizia casa;ammorbidenti
merito;3.99;2.52;36.84;525;ml;detersivi e pulizia casa;ammorbidenti
omino bianco smacchiatore a secco express;4.25;3.98;6.35;125;ml;detersivi e pulizia casa;ammorbidenti
coccolino ammorbidente intense cielo blu;2.99;2.85;4.68;570;ml;detersivi e pulizia casa;ammorbidenti
lenor unstoppables bliss profumo per il bucato;6.99;4.19;40.06;275;g;detersivi e pulizia casa;ammorbidenti
sole cura lavatrice;4.05;3.0;25.93;500;ml;detersivi e pulizia casa;ammorbidenti
napisan igienizzante lavatrice;5.99;2.69;55.09;250;ml;detersivi e pulizia casa;ammorbidenti
omino bianco - smacchia facile, pre-trattante -;3.98;2.39;39.95;500;ml;detersivi e pulizia casa;ammorbidenti
unstoppables lavish;6.99;4.19;40.06;210;g;detersivi e pulizia casa;ammorbidenti
unstoppables fresh;6.99;4.19;40.06;210;g;detersivi e pulizia casa;ammorbidenti
3in1 power gel;11.9;7.27;38.91;1500;ml;detersivi e pulizia casa;ammorbidenti
ammorbidente concentrato gelsomino;1.69;0.99;41.42;750;ml;detersivi e pulizia casa;ammorbidenti
i preziosi ammorbidente concentrato bouquet iris;1.45;1.19;17.93;750;ml;detersivi e pulizia casa;ammorbidenti
delicati abbracci ammorbidente concentrato;1.85;1.19;35.68;750;ml;detersivi e pulizia casa;ammorbidenti
capi delicati balsam;1.59;1.25;21.38;1000;ml;detersivi e pulizia casa;ammorbidenti
vernel supreme viola;2.42;1.69;30.17;600;ml;detersivi e pulizia casa;ammorbidenti
coccolino narciso ammorbidente concentrato;1.39;1.15;17.27;750;ml;detersivi e pulizia casa;ammorbidenti
ammorbidente concentrato argan & vaniglia;1.99;1.85;7.04;750;ml;detersivi e pulizia casa;ammorbidenti
appretto spray;2.05;1.0;51.22;500;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
appretto spray;2.75;2.0;27.27;525;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
emulsio naturale, stira bene appretto spray;1.49;1.43;4.03;500;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
stira bene naturale;2.29;;;480;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
anticalcare pulisan;2.69;1.88;30.11;750;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
clin acqua demineralizzata;0.85;;;5000;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
clin acqua demineralizzata;0.34;;;2000;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
feebreze classico;2.49;;;500;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
appretto stirabene;1.59;;;500;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
appretto spray;1.19;;;500;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
appretto s/grinze spray;5.29;4.23;20.04;400;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
il bianco appretto;2.19;1.59;27.4;750;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
stira e ammira;2.28;;;500;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
acqua per ferro da stiro demineralizzata;0.55;;;3000;ml;detersivi e pulizia casa;appretti, stiro e acqua demineralizzata
scottex quanto basta carta da cucina;3.99;2.15;46.12;2;pz;detersivi e pulizia casa;asciugatutto, rotoloni e scottex
scottex, tuttofare;3.59;2.2;38.72;2;pz;detersivi e pulizia casa;asciugatutto, rotoloni e scottex
asciugatutto 100 strappi;4.29;2.99;30.3;6;pz;detersivi e pulizia casa;asciugatutto, rotoloni e scottex
marsiglia;2.9;1.95;32.76;250;g;detersivi e pulizia casa;bucato a mano e saponi
sapone per bucato;1.05;0.98;6.67;500;g;detersivi e pulizia casa;bucato a mano e saponi
detersivo liquido bucato a mano;3.19;1.79;43.89;750;ml;detersivi e pulizia casa;bucato a mano e saponi
sapone vegetale seta;5.29;4.23;20.04;150;g;detersivi e pulizia casa;bucato a mano e saponi
sapone vegetale marsiglia scaglie;9.49;7.59;20.02;400;g;detersivi e pulizia casa;bucato a mano e saponi
detersivo a mano e lavatrice marsiglia 16 lavaggi;1.49;;;1000;ml;detersivi e pulizia casa;bucato a mano e saponi
granbucato;1.79;;;500;g;detersivi e pulizia casa;bucato a mano e saponi
saponaria a mano vegetale;5.69;4.55;20.04;750;ml;detersivi e pulizia casa;bucato a mano e saponi
sapone marsiglia bucato;0.89;;;500;g;detersivi e pulizia casa;bucato a mano e saponi
bucato mano e lavatrice marsiglia;1.49;;;1500;ml;detersivi e pulizia casa;bucato a mano e saponi
sapone marsiglia cubo bianco;2.29;;;300;g;detersivi e pulizia casa;bucato a mano e saponi
gluconatura detersivo anallergico;2.96;;;1000;ml;detersivi e pulizia casa;bucato a mano e saponi
sapone bianco;2.29;1.89;17.47;250;g;detersivi e pulizia casa;bucato a mano e saponi
sapone giallo;2.25;1.59;29.33;250;g;detersivi e pulizia casa;bucato a mano e saponi
sapone di marsiglia vegetale;4.19;3.35;20.05;250;g;detersivi e pulizia casa;bucato a mano e saponi
sapone bucato verde;1.89;1.59;15.87;250;g;detersivi e pulizia casa;bucato a mano e saponi
det. capi delicati 6 mis.;2.39;;;330;g;detersivi e pulizia casa;bucato a mano e saponi
sapone liquido marsiglia;2.39;1.64;31.38;1;lt;detersivi e pulizia casa;bucato a mano e saponi
det. bucato a mano e/2;1.19;0.95;20.17;380;g;detersivi e pulizia casa;bucato a mano e saponi
detersivo liquido a mano;1.49;;;1;lt;detersivi e pulizia casa;bucato a mano e saponi
winni's bucato a mano;2.29;1.39;39.3;750;ml;detersivi e pulizia casa;bucato a mano e saponi
sapone bucato marsiglia;0.89;;;500;g;detersivi e pulizia casa;bucato a mano e saponi
detersivo a mano liquido marsiglia;1.49;;;1500;ml;detersivi e pulizia casa;bucato a mano e saponi
bianco sol cocco;0.99;;;500;g;detersivi e pulizia casa;bucato a mano e saponi
soft bucato a mano;0.85;;;500;g;detersivi e pulizia casa;bucato a mano e saponi
oust, elimina odori electric;4.79;3.4;29.02;20;ml;detersivi e pulizia casa;deodoranti ambienti
oust, elimina odori;2.99;2.65;11.37;300;ml;detersivi e pulizia casa;deodoranti ambienti
glade sense & spray ricarica per relaxing zen;3.99;2.0;49.87;18;ml;detersivi e pulizia casa;deodoranti ambienti
glade, microspray lavanda ricarica;2.49;1.89;24.1;10;ml;detersivi e pulizia casa;deodoranti ambienti
glade automatic spray ricarica relaxing zen;5.65;2.85;49.56;269;ml;detersivi e pulizia casa;deodoranti ambienti
oust, 3 in 1 disinfettante;4.99;3.45;30.86;400;ml;detersivi e pulizia casa;deodoranti ambienti
blue activ+ floral;2.35;1.5;36.17;50;g;detersivi e pulizia casa;deodoranti ambienti
assorbiodori rosa 2in1;1.25;1.15;8.0;150;g;detersivi e pulizia casa;deodoranti ambienti
assorbiodori mughetto e aloe 2in1;1.25;1.15;8.0;150;g;detersivi e pulizia casa;deodoranti ambienti
assorbiodori lavanda 2in1;1.25;1.15;8.0;150;g;detersivi e pulizia casa;deodoranti ambienti
febreze, classico;2.78;2.39;14.03;500;ml;detersivi e pulizia casa;deodoranti ambienti
glade, discreet ricarica relaxing zen;2.09;1.99;4.78;8;g;detersivi e pulizia casa;deodoranti ambienti
glade, discreet décor relaxing zen;2.99;2.49;16.72;8;g;detersivi e pulizia casa;deodoranti ambienti
glade, assorbiodori mughetto di bosco;1.55;1.49;3.87;150;g;detersivi e pulizia casa;deodoranti ambienti
glade, assorbiodori lavanda;1.55;1.45;6.45;150;g;detersivi e pulizia casa;deodoranti ambienti
glade, microspray ricarica profumazioni assortite;2.89;2.17;24.91;10;ml;detersivi e pulizia casa;deodoranti ambienti
active clean marine/pine;1.59;0.95;40.25;39;g;detersivi e pulizia casa;deodoranti ambienti
discreet elettrico fiori di lavanda & gelsomino;2.85;2.39;16.14;8;g;detersivi e pulizia casa;deodoranti ambienti
glade sense & spray 2 ricariche relaxing zen;5.13;3.0;41.52;36;ml;detersivi e pulizia casa;deodoranti ambienti
glade spray sheer vanilla blossom;1.99;;;300;ml;detersivi e pulizia casa;deodoranti ambienti
winni's lana e delicati fiori rosa;2.69;1.0;62.83;800;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
ace detersivo liquido classico;5.15;3.99;22.52;1375;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
cura lavatrice express;4.99;2.89;42.08;250;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
detersivo in polvere lavatrice 44 misurini;10.49;8.0;23.74;2860;g;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
3in1 powerball tabs 15 tabs;5.9;4.75;19.49;195;g;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
spuma di sciampagna marsiglia bucato classico;1.17;1.0;14.53;1000;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
det. polvere bianco splendente;8.99;5.99;33.37;;kg;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
discs antiodore;5.98;3.99;33.28;1;pz;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
panni per asciugatrice;3.09;1.99;35.6;30;pz;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
pastiglie tutto in 1 8 funzioni;3.1;3.0;3.23;480;g;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
pastiglie premium tutto in 1 11 funzioni;3.3;3.0;9.09;468;g;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
pastiglie lavastoviglie tutto in 1 8 funzioni;3.1;2.0;35.48;480;g;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
pastiglie classiche 3 funzioni;1.99;1.0;49.75;420;g;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
lavatrice liquido capi colorati;3.4;2.68;21.18;1950;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
lavatrice liquido aloe vera;3.4;2.68;21.18;1950;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
anticalcare gel;2.99;2.8;6.35;750;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
spuma di sciampagna neropuro bucato delicato;1.52;1.0;34.21;1000;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
sole classico lana e delicati;1.03;1.0;2.91;1000;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
ace detersivo liquido classico;4.99;3.79;24.05;1375;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
liquido multicolor 19 lavaggi;6.5;3.29;49.38;950;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
detersivo lavatrice liquido general eco;2.99;2.9;3.01;1294;ml;detersivi e pulizia casa;detersivi in polvere e pastiglie per la lavatrice
vileda, supermocio;18.39;3.39;81.57;1;pz;detersivi e pulizia casa;sacchi, guanti, scope e accessori
vileda, ondattiva;1.99;1.2;39.7;1;pz;detersivi e pulizia casa;sacchi, guanti, scope e accessori
vileda supermocio microfibre & power;5.49;4.99;9.11;1;pz;detersivi e pulizia casa;sacchi, guanti, scope e accessori
swiffer ricarica;7.59;4.11;45.85;36;pz;detersivi e pulizia casa;sacchi, guanti, scope e accessori
super5 cattura colori;2.39;;;24;pz;detersivi e pulizia casa;smacchiatori e sbiancanti
super5 cattura colori 50 fogli +;3.89;;;60;pz;detersivi e pulizia casa;smacchiatori e sbiancanti
smacchiatore per bianchi e colorati;1.99;;;500;g;detersivi e pulizia casa;smacchiatori e sbiancanti
sciogli macchia color expert;2.59;1.81;30.12;500;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
avio solvente;1.25;;;375;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
100piu' polvere;3.59;;;600;g;detersivi e pulizia casa;smacchiatori e sbiancanti
lavatrice liquido con agenti smacchianti;2.99;2.49;16.72;1980;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
mago delle macchie - grasso olio salse;2.05;1.43;30.24;50;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
concentrato;1.55;;;250;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
scioglimacchia spray;1.35;;;500;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
"smacchiatore ""piu' bianco""";2.29;;;1000;g;detersivi e pulizia casa;smacchiatori e sbiancanti
smacchiatore oxy blu;2.99;;;1000;g;detersivi e pulizia casa;smacchiatori e sbiancanti
smacchio tutto concentrato;1.46;;;250;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
acqua stiro profumata;1.05;;;2;lt;detersivi e pulizia casa;smacchiatori e sbiancanti
acqua distillata;0.49;;;2;lt;detersivi e pulizia casa;smacchiatori e sbiancanti
acqua demineralizzata;0.99;;;5;lt;detersivi e pulizia casa;smacchiatori e sbiancanti
smacchiatore liquido smacchia facile;1.89;;;500;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
additivo in polvere;2.99;;;500;g;detersivi e pulizia casa;smacchiatori e sbiancanti
bianco vivo liquido;3.39;;;1000;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
avio speciale per smacchiare;1.25;;;375;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
mago delle macchie frutta - vino - caffè - .;1.79;;;50;ml;detersivi e pulizia casa;smacchiatori e sbiancanti
vetril, vetri e specchi;2.99;1.29;56.86;650;ml;detersivi e pulizia casa;spugne, pagliette e panni
duck schiuma attiva candeggina gel marine;2.35;1.0;57.45;750;ml;detersivi e pulizia casa;spugne, pagliette e panni
panni spugna limone;1.99;0.84;57.79;5;pz;detersivi e pulizia casa;spugne, pagliette e panni
vernel perle di profumo blu;6.99;4.89;30.04;260;g;detersivi e pulizia casa;spugne, pagliette e panni
vileda glitzi 3in1;1.24;1.19;4.03;2;pz;detersivi e pulizia casa;spugne, pagliette e panni
omino bianco 100 più additivo totale color 5 in 1;4.99;3.25;34.87;500;g;detersivi e pulizia casa;spugne, pagliette e panni
omino bianco 100 più additivo totale 5 in 1;3.69;3.25;11.92;500;g;detersivi e pulizia casa;spugne, pagliette e panni
vim clorex;1.02;0.76;25.49;850;g;detersivi e pulizia casa;spugne, pagliette e panni
tovaglioli;0.91;0.79;13.19;40;pz;detersivi e pulizia casa;tovaglioli e tovaglie di carta
tovaglioli;0.99;0.97;2.02;160;pz;detersivi e pulizia casa;tovaglioli e tovaglie di carta
tovaglioli trapuntati;1.39;0.75;46.04;45;pz;detersivi e pulizia casa;tovaglioli e tovaglie di carta
tovaglioli cm.38 2 veli;0.89;;;45;pz;detersivi e pulizia casa;tovaglioli e tovaglie di carta
tovaglioli monovelo;0.99;;;160;pz;detersivi e pulizia casa;tovaglioli e tovaglie di carta
tovaglioli 2 veli cm.33x33;0.79;;;50;pz;detersivi e pulizia casa;tovaglioli e tovaglie di carta
argentil, crema;8.9;3.75;57.87;150;ml;detersivi e pulizia casa;alcool
cif spray attivo con candeggina;3.89;1.0;74.29;750;ml;detersivi e pulizia casa;alcool
quasar doccia vetri;3.6;1.59;55.83;750;ml;detersivi e pulizia casa;alcool
wc net igiene totale gel;2.69;1.59;40.89;800;ml;detersivi e pulizia casa;alcool
ace candeggina spray mousse;2.69;1.89;29.74;750;ml;detersivi e pulizia casa;alcool
cif power & shine anticalcare bagno;3.89;1.37;64.78;900;ml;detersivi e pulizia casa;alcool
duck fresh discs marine;3.75;2.0;46.67;36;ml;detersivi e pulizia casa;alcool
smac, brilla acciaio crema;3.55;2.69;24.23;500;ml;detersivi e pulizia casa;alcool
smac, brilla acciaio spray;3.55;2.19;38.31;520;ml;detersivi e pulizia casa;alcool
wc net, profumoso 3 effect mountain fresh;2.19;1.0;54.34;136;g;detersivi e pulizia casa;alcool
amuchina - spray bagno, igienizzante anticalcare;3.85;2.35;38.96;750;ml;detersivi e pulizia casa;alcool
ace candeggina spray armonie floreali;2.69;1.89;29.74;750;ml;detersivi e pulizia casa;alcool
citrosil home protection sgrassatore disinfettante;3.59;2.49;30.64;650;ml;detersivi e pulizia casa;alcool
mr muscle, monodose rapido;3.85;2.99;22.34;500;ml;detersivi e pulizia casa;alcool
winni's wc gel lavanda;3.1;2.48;20.0;750;ml;detersivi e pulizia casa;alcool
amuchina spray senza risciacquo;3.28;3.25;0.91;750;ml;detersivi e pulizia casa;alcool
ace, candeggina classica;3.59;3.28;8.64;5000;ml;detersivi e pulizia casa;alcool
mr muscle, idraulico gel;4.59;;;1000;ml;detersivi e pulizia casa;alcool
napisan, igiene profonda spray igienizzante bagno;3.19;2.85;10.66;750;ml;detersivi e pulizia casa;alcool
citrosil, home protection disinfettante;3.8;3.29;13.42;650;ml;detersivi e pulizia casa;alcool
wc net disincrostante gel;3.15;1.79;43.17;800;ml;detersivi e pulizia casa;alcool
wc net profumoso gel lavender fresh;3.15;1.79;43.17;800;ml;detersivi e pulizia casa;alcool
det. pavimenti marsiglia limone;2.68;1.16;56.72;750;ml;detersivi e pulizia casa;alcool
wc net candeggina profumata gel flower fresh;2.56;1.28;50.0;800;ml;detersivi e pulizia casa;alcool
sai, vero alcol 90° profumato;2.95;1.79;39.32;750;ml;detersivi e pulizia casa;alcool
kh-7, sgrassatore;3.5;2.68;23.43;750;ml;detersivi e pulizia casa;alcool
ammoniaca profumata;0.29;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina profumata;0.55;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
casa expert sgrassatore candeggina;1.99;;;650;ml;detersivi e pulizia casa;candeggina, ammoniaca
no profumata;0.59;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina classica;0.55;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina delicata;1.19;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina classica itro;0.55;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina delicata profumata 2 litri;1.55;;;2500;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina gel;1.09;0.89;18.35;1500;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina spray;1.39;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
ammoniaca profumata;0.59;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina tradizionale;1.39;1.09;21.58;5000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina delicata;1.29;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
ammoniaca profumata;0.49;;;1;lt;detersivi e pulizia casa;candeggina, ammoniaca
ammoniaca;0.39;;;1;lt;detersivi e pulizia casa;candeggina, ammoniaca
acido muriatico profumato;0.49;;;1;lt;detersivi e pulizia casa;candeggina, ammoniaca
ace candeggina classica;1.1;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina densoattiva;1.49;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina delicata per capi bianchi e colorati;1.29;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina;0.53;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
ammoniaca;0.39;;;1000;ml;detersivi e pulizia casa;candeggina, ammoniaca
candeggina;0.6;;;2000;ml;detersivi e pulizia casa;candeggina, ammoniaca
ace, casa e bucato spray mousse candeggina;1.57;;;700;ml;detersivi e pulizia casa;candeggina, ammoniaca
smac express sgrassatore universale;2.09;1.42;32.06;650;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
smac brilla rame;4.79;2.58;46.14;250;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
omino bianco detersivo + igienizzante;6.65;2.99;55.04;2000;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
winni's sgrassatore universale;2.25;1.35;40.0;500;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
ace spray mousse armonie floreali;2.29;1.0;56.33;700;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
winni's ammorbidente concentrato fiori bianchi;2.29;1.35;41.05;750;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
pronto legno vivo crema con cera d'api;3.79;2.09;44.85;;pz;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
pronto extra care olio restauratore medio;3.59;2.3;35.93;100;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
pronto legno classic;3.9;2.69;31.03;300;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
emulsio lavaincera profumato;3.99;2.35;41.1;875;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
wc net professional sturascarichi bloccati;3.25;2.0;38.46;1000;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
lysoform, tutto in 1;4.39;1.99;54.67;750;ml;detersivi e pulizia casa;detersivi pavimenti, legno, metalli, vetro, multiuso, sgorgatori, sgrassatori
