Name;Full Price;Current Price;Quantity;Category;Subcategory
Maxi Hamburger Di Scottona Bovino Adulto;2,90;1,89;200 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Mini Hamburger Di Scottona Bovino Adulto;3,80;2,00;200 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Hamburger Con Prosciutto Cotto Con Mozzarella;1,90;1,50;150 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Burger Vegetali A Base Di Soia Biologici;2,22;2,00;190 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Hamburger Di Carne Bovina Surgelati;3,99;3,75;...;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Crocchette Di Pollo Biologico;3,00;2,20;220 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Steak Burger Di Scottona Bovino Adulto;;4,98;300 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Mini Tartare Di Bovino Adulto;5,30;3,00;210 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
La Sottile Di Vitello 4 Slim Burger;3,28;2,29;200 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Hamburger Di Bovino Più Con Mozzarella E Pomodoro;;2,99;250 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Cotolette Pollo E Spinaci;2,29;0,98;220 g;Carne e Pesce;Hamburger, Impanate e Carni Pronte
Salsiccia Di Suino Leggero Italiano;4,45;2,60;500 g;Carne e Pesce;Maiale
COSTINE DI SUINO;5,90;3,95;500 g;Carne e Pesce;Maiale
COTECHINO;7,90;3,51;500;Carne e Pesce;Maiale
STINCO;4,90;4,80;700;Carne e Pesce;Maiale
2 Braciole di Suino;3,20;1,29;650 g;Carne e Pesce;Maiale
Impasto Di Salsiccia Di Suino Leggero Italiano;3,95;2,90;500 g;Carne e Pesce;Maiale
PANCETTA;5,20;1,22;100;Carne e Pesce;Maiale
Macinato di pollo;5,90;2,07;300;Carne e Pesce;Maiale
COTOLETTE DI SUINO;6,90;4,99;500 g;Carne e Pesce;Maiale
Salsiccia Luganega Suino;2,99;0,20;370 g;Carne e Pesce;Maiale
Hamburger Di Suino E Bovino Adulto;2,10;1,00;200 g;Carne e Pesce;Maiale
Pancetta di Suino;1,04;1,00;200 g;Carne e Pesce;Maiale
Filetto di Suino;7,06;4,99;500 g;Carne e Pesce;Maiale
Salsiccia di Suino;3,75;3,29;500 g;Carne e Pesce;Maiale
Spiedini di Suino;2,97;0,75;300 g;Carne e Pesce;Maiale
Salsiccia Luganega;3,90;3,00;400 g;Carne e Pesce;Maiale
SALSICCIA ARROTOLATA;9,90;2,80;320;Carne e Pesce;Maiale
TAGLIATA DI LONZA DI SUINO;8,90;0,81;300;Carne e Pesce;Maiale
MACINATA DI SUINO;6,99;5,90;300;Carne e Pesce;Maiale
SALAMELLE;5,90;2,19;300;Carne e Pesce;Maiale
COSTINE;7,50;5,90;420 g;Carne e Pesce;Maiale
Smart, suino stinco;;4,89;;Carne e Pesce;Maiale
Smart, suino nodini (bistecche nel filetto) confez...;;6,40;;Carne e Pesce;Maiale
Smart, suino cotolette (bistecche nella costola) c...;;5,99;;Carne e Pesce;Maiale
Esselunga Naturama salsiccia di suino;;2,99;250 g;Carne e Pesce;Maiale
Esselunga Naturama pancetta a fette di suino;;3,69;300 g;Carne e Pesce;Maiale
Esselunga Naturama hamburger di suino;;2,39;200 g;Carne e Pesce;Maiale
Esselunga Naturama trita di suino;;3,49;300 g;Carne e Pesce;Maiale
Esselunga Naturama paillardi di lonza di suino;;2,99;200 g;Carne e Pesce;Maiale
PUNTINE DI SUINO;5,90;5,50;1350;Carne e Pesce;Maiale
FETTINE DI LONZA;8,90;6,90;400;Carne e Pesce;Maiale
Mericco Pasta di salame di suino;;3,29;280 g;Carne e Pesce;Maiale
Petto Di Pollo A Fette;6,00;3,90;500 g;Carne e Pesce;Pollo
Fusi di Pollo;5,50;3,00;1000 g;Carne e Pesce;Pollo
PETTO DI POLLO INTERO;5,50;4,00;450;Carne e Pesce;Pollo
2 Hamburger di tacchino;2,39;1,40;200 g;Carne e Pesce;Pollo
Amadori Hamburger ricetta classica;3,59;1,99;0,204 kg;Carne e Pesce;Pollo
STRACCETTI DI PETTO DI POLLO;8,90;5,39;600 g;Carne e Pesce;Pollo
Pollo Busto;4,93;3,28;1300 g;Carne e Pesce;Pollo
Petto Di Pollo A Fette;7,20;5,76;850 g;Carne e Pesce;Pollo
Fette Di Petto Di Pollo;3,80;2,99;250 g;Carne e Pesce;Pollo
Alette Di Pollo Scottadito 550 G Ca;2,99;2,74;;Carne e Pesce;Pollo
Fileni fusi di pollo Bio;11,89;5,75;;Carne e Pesce;Pollo
Fileni Hamburger di pollo Bio;4,99;2,90;200 g;Carne e Pesce;Pollo
AIA Chicken salad tagliata di petto di pollo;5,69;3,39;350 g;Carne e Pesce;Pollo
COSCIOTTO DI POLLO;4,00;3,60;450 g;Carne e Pesce;Pollo
230g Chicken Nuggets Bocconcini di Filetti di Poll...;3,45;3,29;280 g;Carne e Pesce;Pollo
Straccetti di Pollo Allevato;3,81;3,57;350 g;Carne e Pesce;Pollo
Pollo alla Diavola;4,48;3,99;1300 g;Carne e Pesce;Pollo
Bocconcini di Pollo;3,78;2,92;450 g;Carne e Pesce;Pollo
Sovracosce Di Pollo;4,08;3,00;1300 g;Carne e Pesce;Pollo
Sovracoscia Di Pollo Biologico;4,98;4,24;500 g;Carne e Pesce;Pollo
COSCETTE DI POLLO;5,20;1,80;300;Carne e Pesce;Pollo
Fileni Bio Bocconcini di Petto di Pollo Bio;20,99;3,90;300;Carne e Pesce;Pollo
FETTINE SOTTILI DI PETTO DI POLLO, 150-200g;4,28;3,45;250 g;Carne e Pesce;Pollo
Amadori Wurstel 100% Pollo e Tacchino;2,10;0,90;250 g;Carne e Pesce;Pollo
AIA Fesa di tacchino a fette;9,12;3,79;340 g;Carne e Pesce;Pollo
AIA Filetto di pollo a fette;4,90;2,90;400 g;Carne e Pesce;Pollo
Aia Pollo Pollo Filetto a Fette;17,90;13,30;;Carne e Pesce;Pollo
Smart petti di pollo;;8,35;;Carne e Pesce;Pollo
Smart posteriori di pollo alimentazione vegetale;;3,45;;Carne e Pesce;Pollo
Smart ali di pollo alimentazione vegetale;;2,59;;Carne e Pesce;Pollo
Esselunga ali di pollo alimentazione vegetale, ide...;;5,40;3 pezzi;Carne e Pesce;Pollo
FUSI DI POLLO;3,90;3,12;1400;Carne e Pesce;Pollo
FESA DI TACCHINO A TRANCI;7,99;4,94;500 g;Carne e Pesce;Tacchino
AIA BON ROLL DI TACCHINO CON SPINACI;6,19;4,42;750 g;Carne e Pesce;Tacchino
TACCHINELLA;17,25;5,90;2500 g;Carne e Pesce;Tacchino
Fesa Di Tacchino A Fette;7,90;4,60;400;Carne e Pesce;Tacchino
Pomodoro Piccadilly (1pz/unità), 300-400g;2,28;1,99;500 g;Carne e Pesce;Tacchino
Tacchino Ossobuco;2,24;1,12;400 g;Carne e Pesce;Tacchino
ZAMPONE MODENA IGP;13,99;12,49;1000 g;Carne e Pesce;Tacchino
Paillard Sottili di Tacchino;3,40;2,38;200 g;Carne e Pesce;Tacchino
Amadori Wurstel 100% Suino e Tacchino;2,09;0,90;250 g;Carne e Pesce;Tacchino
Esselunga Tacchina minor busto;10,74;8,59;;Carne e Pesce;Tacchino
Smart, tacchino fusi;;3,99;;Carne e Pesce;Tacchino
Esselunga insalata gustosa con gamberetti;6,87;5,49;;Carne e Pesce;Tacchino
Esselunga busto di tacchina;8,56;5,99;;Carne e Pesce;Tacchino
Esselunga paillard di tacchino;;4,29;200 g;Carne e Pesce;Tacchino
Esselunga fettine di tacchino;;13,99;;Carne e Pesce;Tacchino
Aia Sottilissime - di fesa di tacchino;18,69;14,95;200 g;Carne e Pesce;Tacchino
Esselunga Spezzatino di tacchino;;9,79;;Carne e Pesce;Tacchino
Esselunga meta' fesa di tacchino ideale per arrost...;;11,39;;Carne e Pesce;Tacchino
Esselunga fesa intera di tacchino ideale al forno,...;;10,80;;Carne e Pesce;Tacchino
Esselunga coscia di tacchino ideale in umido, al f...;;4,89;;Carne e Pesce;Tacchino
Esselunga sovracoscia di tacchino ideale al forno;;5,29;;Carne e Pesce;Tacchino
Esselunga;;4,69;;Carne e Pesce;Tacchino
Esselunga;;2,99;;Carne e Pesce;Tacchino
Esselunga Mazzancolle tropicali cotte;16,86;11,80;100 -120;Carne e Pesce;Tacchino
Esselunga Mazzancolle tropicali cotte;;22,90;30 -50;Carne e Pesce;Tacchino
Aia;;15,99;;Carne e Pesce;Tacchino
FESA DI TACCHINO A FETTE;9,20;8,50;800;Carne e Pesce;Tacchino
Sovracosce a Fette Tacchino;;2,60;400 g;Carne e Pesce;Tacchino
Hamburger di Tacchino;;1,49;200 g;Carne e Pesce;Tacchino
Tacchino Fesa a Tranci Femmina Fattorie Natura;;9,99;1000 g;Carne e Pesce;Tacchino
Tacchino Bocconcini di Fesa Femmina senza Uso di A...;;4,99;400 g;Carne e Pesce;Tacchino
Fesa di Tacchino Maschio;;4,34;350 g;Carne e Pesce;Tacchino
Wudy Maxipack Classico;5,19;3,00;1000 g;Carne e Pesce;Wurstel
WUDY BRATWURST;2,05;1,02;180 g;Carne e Pesce;Wurstel
Wuber - Wuberone di Pollo;1,79;1,39;250 g;Carne e Pesce;Wurstel
Aia, Wudy classico wurstel di pollo e tacchino;1,69;1,59;250 g;Carne e Pesce;Wurstel
Spicchio di Salsiccia Piccante;3,19;2,19;150 g;Carne e Pesce;Wurstel
Würstel di Puro Suino Italiano;1,39;1,28;250 g;Carne e Pesce;Wurstel
WURSTEL WUDY CLASSICO TRIS;1,99;0,72;250 g;Carne e Pesce;Wurstel
WURSTEL POLLO E TACCHINO;0,66;0,59;250 g;Carne e Pesce;Wurstel
WURSTEL DI PURO SUINO;0,99;0,69;250 g;Carne e Pesce;Wurstel
Wurstel Wudy Formaggio AIA;0,84;0,75;150 g;Carne e Pesce;Wurstel
Citterio - Wuoi? Wurstel;0,86;0,69;100 g;Carne e Pesce;Wurstel
Wudy Maxi Grill;2,98;1,99;250 g;Carne e Pesce;Wurstel
Wudy Zero;;1,99;250 g;Carne e Pesce;Wurstel
Ini di Puro Suino;1,29;1,00;100 g;Carne e Pesce;Wurstel
Hot-dog 3 Pezzi;2,73;1,64;250 g;Carne e Pesce;Wurstel
Dakota di Suino;1,49;1,15;180 g;Carne e Pesce;Wurstel
Dakota di Pollo;1,49;1,15;180 g;Carne e Pesce;Wurstel
N.38 Bavarese;3,99;2,99;300 g;Carne e Pesce;Wurstel
WURSTEL SERVELADE N.38;;3,99;300 g;Carne e Pesce;Wurstel
WURSTEL BRAT N.38;4,59;3,67;300 g;Carne e Pesce;Wurstel
Recla, Wiener original Südtirol wurstel di puro su...;2,79;2,09;180 g;Carne e Pesce;Wurstel
Recla, Servelade original Südtirol wurstel di puro...;2,51;2,39;200 g;Carne e Pesce;Wurstel
JUMPO;4,49;2,96;150 g;Carne e Pesce;Wurstel
Recla wurstel Bratwurst;3,20;2,56;180 g;Carne e Pesce;Wurstel
Recla, Meraner original Südtirol wurstel di puro s...;;3,02;220 g;Carne e Pesce;Wurstel
Aia, Wudy classico mini wurstel;;3,79;400 g;Carne e Pesce;Wurstel
Aia, Wudy formaggio wurstel di pollo e tacchino;;0,99;150 g;Carne e Pesce;Wurstel
Esselunga, Würstel;;0,69;100 g;Carne e Pesce;Wurstel
Esselunga, Würstel maxi puro suino;;1,49;250 g;Carne e Pesce;Wurstel
AIA Hamburger di puro suino;;2,41;250 g;Carne e Pesce;Wurstel
Salsicce di Tacchino, Pollo e Suino Italiano 400 g;3,99;3,19;400 g;Carne e Pesce;Wurstel
Salsiccia Fresca di Suino Italiano;3,79;2,90;370 g;Carne e Pesce;Wurstel
Angus Beef carne di bovino adulto;15,80;2,80;400 g;Carne e Pesce;Bovino
Macinato Di Bovino Adulto;6,45;5,45;500 g;Carne e Pesce;Bovino
Macinato Di Bovino Adulto;7,49;2,00;400 g;Carne e Pesce;Bovino
Macinato Scelto Di Bovino Adulto;8,00;3,57;400 g;Carne e Pesce;Bovino
Macinato Scelto Di Bovino Adulto;13,96;4,00;400 g;Carne e Pesce;Bovino
Bocconcini di Scottona - Biologico;8,36;3,40;400 g;Carne e Pesce;Bovino
Bistecca Reale Black Angus Argentino;4,80;4,70;240 g;Carne e Pesce;Bovino
Tagliata Bovino Adulto;8,00;7,48;400 g;Carne e Pesce;Bovino
Hamburger Polpa Scelta Di Bovino Adulto;;2,99;220 g;Carne e Pesce;Bovino
Hamburger bovino adulto al formaggio;2,03;1,89;200 g;Carne e Pesce;Bovino
Trippa Tagliata;6,00;2,12;400 g;Carne e Pesce;Bovino
Roast Beef (Lombata Disossata a Tranci)di Bovino I...;22,59;17,47;1000 g;Carne e Pesce;Bovino
Entrecote (Bistecca Disossata) di Bovino Adulto;6,35;2,00;315 g;Carne e Pesce;Bovino
Carpaccio Bovino Adulto;15,99;4,00;315 g;Carne e Pesce;Bovino
Macinato Scelto Bovino Adulto;8,99;4,45;500 g;Carne e Pesce;Bovino
Bocconcini Bovino Adulto;8,99;2,32;300 g;Carne e Pesce;Bovino
Salsicce di bovino adulto con speck;15,99;3,90;300 g;Carne e Pesce;Bovino
Bocconcini di bovino;3,95;2,40;500 g;Carne e Pesce;Bovino
Esselunga cappello di prete di bovino adulto USA i...;;18,99;;Carne e Pesce;Bovino
Esselunga scaloppe di bovino adulto USA ideali per...;;22,99;;Carne e Pesce;Bovino
Esselunga fettine scelte di bovino adulto USA idea...;;33,99;;Carne e Pesce;Bovino
Esselunga Naturama osso buco di scottona ideale pe...;10,50;8,40;;Carne e Pesce;Bovino
Esselunga punta d'anca di bovino adulto USA ideale...;12,25;9,80;340 g;Carne e Pesce;Bovino
Irish Nature Tomahawk per griglia;29,99;23,99;;Carne e Pesce;Bovino
Esselunga magatello di bovino adulto, ideale ai fe...;;18,80;;Carne e Pesce;Bovino
Fettine Spalla Bovino Adulto;;10,00;400 g;Carne e Pesce;Bovino
Esselunga Naturama fiorentina alta di scottona;;20,99;;Carne e Pesce;Bovino
Uboldi lingua salmistrata di bovino adulto ideale...;;10,89;;Carne e Pesce;Bovino
Esselunga trippa tagliata di bovino adulto ideale...;;6,89;;Carne e Pesce;Bovino
Esselunga trippa di foiolo di bovino adulto ideale...;;7,89;;Carne e Pesce;Bovino
Esselunga roast beef (lombata disossata a tranci)...;;19,80;;Carne e Pesce;Bovino
Esselunga filetto di bovino adulto intero;;31,60;;Carne e Pesce;Bovino
BRACIOLE DI SCOTTONA;9,90;1,95;550;Carne e Pesce;Vitello
STINCO DI VITELLO;13,50;8,90;1000;Carne e Pesce;Vitello
Capricci di vitello e suino;3,79;2,09;300 g;Carne e Pesce;Vitello
Fettine Scelte Vitello;9,36;6,25;368 g;Carne e Pesce;Vitello
Macinato Scelto Di Vitello;3,93;2,88;315 g;Carne e Pesce;Vitello
Filetto di Vitello a Fette;7,25;6,60;250 g;Carne e Pesce;Vitello
Fegato di Vitello;5,37;4,47;315 g;Carne e Pesce;Vitello
POLPA DI SPALLA DI VITELLO;12,90;5,87;400;Carne e Pesce;Vitello
BRACIOLE DI VITELLO;9,90;3,60;400;Carne e Pesce;Vitello
POLPA ROASTBEEF;17,90;5,40;300;Carne e Pesce;Vitello
Bocconcini di vitello;10,30;5,20;500;Carne e Pesce;Vitello
Fettine Sottili di Vitellone, Bovino Adulto 250 g...;;5,00;263 g;Carne e Pesce;Vitello
TRIPPA DI BOVINO ADULTO;;10,74;600 g;Carne e Pesce;Vitello
Esselunga maxi svizzera di vitello italiano;18,00;12,60;;Carne e Pesce;Vitello
Esselunga;22,00;17,60;3 fettine di fesa di vitello italiano (braciole scelte di vitello ita);Carne e Pesce;Vitello
Esselunga spinaccino (cimalino) con tasca di vitel...;;19,99;;Carne e Pesce;Vitello
Esselunga spezzatino scelto di vitello Italiano id...;14,99;11,99;;Carne e Pesce;Vitello
Esselunga spezzatino di vitello Italiano, ideale p...;;13,60;;Carne e Pesce;Vitello
Esselunga sottofesa (sottonoce) di vitello Italian...;;20,99;;Carne e Pesce;Vitello
Esselunga rognone di vitello, ideale per umido,tri...;;10,80;;Carne e Pesce;Vitello
Esselunga reale (polso) di vitello Italiano con os...;;13,20;;Carne e Pesce;Vitello
Esselunga punta di biancostato (lesso scelto) di v...;10,89;8,69;;Carne e Pesce;Vitello
Esselunga punta (scelta) di vitello Italiano a fet...;11,24;8,99;;Carne e Pesce;Vitello
Esselunga pesce (campanello) di vitello Italiano i...;;19,59;;Carne e Pesce;Vitello
Esselunga rosetta di vitello Italiano ideale per a...;;20,99;;Carne e Pesce;Vitello
Esselunga magatello (girello) di vitello Italiano...;;22,89;;Carne e Pesce;Vitello
Esselunga lingua di vitello ideale per lesso, per...;;14,20;;Carne e Pesce;Vitello
Esselunga fusello (girello di spalla) di vitello I...;;14,80;;Carne e Pesce;Vitello
Esselunga filetto di vitello Italiano, ideale al b...;;29,44;;Carne e Pesce;Vitello
Esselunga fettine sottili di vitello Italiano;;24,00;;Carne e Pesce;Vitello
Esselunga fettine di fesa per scaloppe (campanello...;;19,89;;Carne e Pesce;Vitello
Esselunga fettine (sottili) di vitello Italiano pe...;;23,40;;Carne e Pesce;Vitello
BASTONCINI DI SURIMI;3,19;1,19;200 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Salmone Scozzese Preaffettato;5,40;3,50;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
CARPACCIO DI SALMONE;7,40;3,00;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
SALMONE NORVEGESE AFFUMIC. CALDO;4,49;2,59;150 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
SALMONE SCOZZESE AFFUMICATO;4,99;3,90;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Pesce spada affumicato;4,89;3,51;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Coraya, bastoncini di mare;3,49;2,00;225 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
UOVA DI LOMPO;3,49;2,00;50 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
CUBETTI DI SALMONE;3,99;3,79;90 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
SALMONE SCOZZESE AFFUMICATO;4,99;2,29;50 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Gimar Tartarfish Pesce Spada;4,90;3,68;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Fjord, salmone affumicato norvegese con alga Nori;7,59;4,90;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
La Riunione Busta di bottarga di tonno macinata;2,99;1,99;20 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Sal SeaFood, salmone norvegese affumicato;7,89;5,49;100;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Sal SeaFood, salmone scozzese affumicato;7,99;5,90;100;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
TRIS DI SALMONI AFFUMICATI;7,79;5,95;150 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
INSALATA DI MARE CON VERDURE;4,99;3,49;400 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Filetti di Sgombro Affumicati;6,90;6,40;200 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
SALMONE AFFUMICATO NORVEGESE;11,50;3,99;200 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Roy Fumée Salmone Affumicato Alta Qualità;3,39;3,22;150 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Tonno A Pinne Gialle Affumicato;5,10;2,98;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Salmone Selvaggio Sockeye Affumicato;5,50;3,96;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Carpaccio Di Polpo;3,37;3,00;110 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
INSALATA DI MARE CON VERDURE;6,90;6,00;1000 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
SALMONE SELVAGGIO AFFUMICATO;5,90;3,17;80 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Salmone affumicato ATM;7,69;3,43;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Gimar Tartarfish Tonno;4,49;4,00;100 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Gimar Tartarfish Salmone;4,99;4,38;80 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Gimar, Flor de Mar Salmone;10,40;7,92;200 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
La Riunione Busta di bottarga di muggine macinata;2,60;2,29;20 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Salmone Norvegese;4,90;3,59;200 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
Salmone Grigliato in Olio di Oliva;4,99;4,29;145 g;Carne e Pesce;Gamberetti, salmone, bottarga, e altri affumicati
POLPO;10,90;3,58;200 g;Carne e Pesce;Molluschi e Crostacei
POLPO;20,90;6,99;900 g;Carne e Pesce;Molluschi e Crostacei
CODE GAMBERO ARGENTINO;17,80;5,67;200;Carne e Pesce;Molluschi e Crostacei
Cozze Sbissate;3,99;2,29;1000 g;Carne e Pesce;Molluschi e Crostacei
Nocciole Con Guscio;3,59;2,29;400 g;Carne e Pesce;Molluschi e Crostacei
Code Di Gamberoni Pescati Nell'oceano Scottate E S...;6,99;6,68;400 g;Carne e Pesce;Molluschi e Crostacei
Cozza Fruttimare Vaschetta;4,50;3,50;1000 g;Carne e Pesce;Molluschi e Crostacei
Vongole Veraci;7,75;7,45;500 g;Carne e Pesce;Molluschi e Crostacei
Cozze Pulite;3,90;2,83;1000 g;Carne e Pesce;Molluschi e Crostacei
CALAMARI;14,30;4,97;300 g;Carne e Pesce;Molluschi e Crostacei
MAZZANCOLLE TROPICALI;15,90;3,89;200;Carne e Pesce;Molluschi e Crostacei
Bis di mare;11,50;0,69;800 g;Carne e Pesce;Molluschi e Crostacei
Ostriche concave facili da aprire;16,90;8,90;;Carne e Pesce;Molluschi e Crostacei
Esselunga Astice americano intero fresco;;49,80;;Carne e Pesce;Molluschi e Crostacei
Esselunga, seppie;;16,90;;Carne e Pesce;Molluschi e Crostacei
Effelle Pesca cozze biologiche;;5,70;800 g;Carne e Pesce;Molluschi e Crostacei
Esselunga totano;15,50;12,40;;Carne e Pesce;Molluschi e Crostacei
Shrimp, mazzancolla tropicale extra;;4,99;125 g;Carne e Pesce;Molluschi e Crostacei
SCAMPI;;1,99;100 g;Carne e Pesce;Molluschi e Crostacei
TRIS DI MARE;13,90;9,73;1000 g;Carne e Pesce;Molluschi e Crostacei
CIUFFI DI CALAMARO;14,90;9,90;300;Carne e Pesce;Molluschi e Crostacei
OSTRICHE CONCAVE;9,90;7,90;1000;Carne e Pesce;Molluschi e Crostacei
Vongola Verace;;12,85;500 g;Carne e Pesce;Molluschi e Crostacei
Esselunga Fettuccine di seppia;;27,50;;Carne e Pesce;Molluschi e Crostacei
Esselunga Calamari;;29,50;;Carne e Pesce;Molluschi e Crostacei
Cadoret Ostriche concave;;11,50;;Carne e Pesce;Molluschi e Crostacei
Esselunga Scampi interi;;25,90;;Carne e Pesce;Molluschi e Crostacei
Esselunga Seppie;24,50;19,60;;Carne e Pesce;Molluschi e Crostacei
Esselunga Polpo;;26,90;;Carne e Pesce;Molluschi e Crostacei
Esselunga Code di gambero Argentino;;40,50;;Carne e Pesce;Molluschi e Crostacei
Esselunga code di Mazzancolle tropicali cotte;;32,90;;Carne e Pesce;Molluschi e Crostacei
Esselunga Code di mazzancolle tropicali sgusciate;;38,50;;Carne e Pesce;Molluschi e Crostacei
ORATA;8,90;2,00;330;Carne e Pesce;Pesce
Angulas Aguinaga Cozze cotte alla marinara;4,50;2,85;400 g;Carne e Pesce;Pesce
Trota Iridea Eviscerata;3,90;1,77;300 g;Carne e Pesce;Pesce
Filetto Di Salmone;6,90;4,43;300 g;Carne e Pesce;Pesce
Filetto Di Merluzzo Nordico;13,90;2,96;220;Carne e Pesce;Pesce
BRANZINO;8,90;2,93;315 g;Carne e Pesce;Pesce
BRANZINO-ITALIA;12,90;6,30;300;Carne e Pesce;Pesce
FILETTO DI TROTA;12,90;4,47;300;Carne e Pesce;Pesce
Filetti di Aringhe Affumicate;3,50;2,77;200 g;Carne e Pesce;Pesce
Mazzancolle Tropicali con Coda;4,98;4,49;125 g;Carne e Pesce;Pesce
Fiordisalmone Salmone Norvegese Affumicato;8,90;4,29;200 g;Carne e Pesce;Pesce
Gimar Carpaccio Tonno;4,99;3,92;100 g;Carne e Pesce;Pesce
